Sample	sub_num	indel_num
13c312ec-0add-4758-ab8d-c193e2e08c6d	2465	196
13c62975-9f5e-4d40-a461-dceab08a31ec	2796	128
13d05f7a-e16a-40ef-9a15-21257da2cf89	1747	153
140d5fa9-afbe-444e-a7e7-6a4cb4ab2923	14010	1088
141918cd-3e23-45bc-96e1-b208c80f69e7	6412	862
142b6dbf-c943-4a7d-8ab6-13a975f48d7a	60028	466
14334aea-2dae-428c-9d4a-1a37878dfc3f	15359	1072
1447c8cb-25d4-4092-8919-4df08f898d2d	3846	630
145f2b89-8878-4390-b0f6-f09b02fb138a	2721	221
145f6dbb-9744-44f7-8485-e440689de3fd	3544	287
14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0	52964	673
147e3496-514e-4da7-be42-7cd9be78ed04	948	148
148536ce-ee2a-4952-a19d-10d6f44146b9	2240	217
1494bb16-f1f0-42a4-b10e-c383574cbc8b	11114	368
14b8bbf2-310b-459b-b52d-a7ef510ce1cf	4948	312
14bf9bfb-14d6-4cac-a556-828f680e8a15	25038	910
14c5b81d-da49-4db1-9834-77711c2b1d38	2433765	19528
14cbcbb1-028b-471a-bb4f-8b29cfa5e4eb	1754	105
14dd86c1-dfb3-4124-a453-4d64223bc048	4434	612
14ed7388-41ed-43d4-afb2-04cd6410d5d2	4268	373
153a64ee-6322-4f2e-b3df-77ef7d3a4cf0	60458	3209
154f80bd-984c-4792-bb89-20c4da0c08e0	260008	4362
15563a10-47a8-401d-a507-2c7101f7ae60	1923	102
155873b2-e5de-405f-87f6-6de0d238b160	19531	825
15678c3d-ce61-454d-849e-1d4ca358909b	11997	942
15895218-c623-11e3-bf01-24c6515278c0	15258	786
15a93657-0521-430a-a816-bf0842374b75	4350	510
15d597de-d26c-4ce1-b0cb-077e39b55f30	6859	514
15dd024e-c0da-461a-84db-d01e60a22210	1613	116
15e097e3-e468-466c-8e57-b59fba90bbf2	21117	268
15e7d981-8c27-4b2b-b4f8-626e22021895	25373	2581
15f90ef0-831b-40a3-98bd-ec226a9e8b26	4255	589
15fd8dc8-c622-11e3-bf01-24c6515278c0	14820	701
1659bae5-3140-4d05-891c-81b48277b2fc	5088	234
16c6f975-48fd-4cda-946a-777cb922949d	2389	169
16d33e09-2e21-4da2-8e57-e78ce28c4408	6679	280
16d5519e-ecb9-4fc8-81f1-e0e4adf722a8	168481	748
16df7888-2480-4394-8856-d57a6ef371d2	5107	270
170ad241-9e24-469b-b7ca-3fd783a89b21	7222	766
1727e88b-df0a-4af2-9191-8c6061d98ad0	8868	494
172c9864-c26d-4e9b-947a-e8ce761e996d	10460	477
1776f326-b12f-4355-8107-80fa6fcd2159	3964	309
17de5b12-c623-11e3-bf01-24c6515278c0	13677	633
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	5569	184
183b04f5-107f-496c-8e9a-8263dd00cffa	12497	1475
186cacaf-4f20-4ad2-a07a-a7dc942a70b0	2627	252
18ec066e-8510-4921-9e35-45d85fb01e38	5044	242
18f5e75e-c623-11e3-bf01-24c6515278c0	4998	261
19085f7d-e6a6-406f-bd09-520a27e0283d	13726	547
190eb791-383d-4e27-870d-e470630843e7	16897	744
19233fd1-5229-466e-acf3-5882165758e0	1885	152
1924d200-6929-4eef-8a7f-317f8fbab915	3048	131
199bbb0f-996c-40c1-b06d-2066f04be778	39966	1614
19b6b9d6-6912-4b85-a4bf-52014bcb170b	1615	283
19c1c97f-a3ec-44a8-8a20-6f97caed1a4f	4080	500
19d6cf34-1cd7-4242-a4d1-5d3e11f428aa	7473	1363
19def402-fb8d-4b27-90dd-ce9135a3c0a2	4103	441
19fe27d8-c623-11e3-bf01-24c6515278c0	9402	659
1a0ef226-41a5-4b56-9078-4b7834f0c976	4796	502
1a319682-f55e-4e0b-8476-48a0bea6c265	3668	301
1a391468-fbf3-451a-b88e-a257a26d047f	13828	1313
1a4633c4-72a0-4e30-8c4c-345e04337627	14368	1071
1a841850-fca0-48ab-8c78-db0bd5a64435	9420	1303
1ac15380-04a2-42dd-8ade-28556a570e80	6821	513
1ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6	3357	542
1aff91a6-1b0f-4575-8f4b-4e064a50b886	9957	1557
1b06afe2-c623-11e3-bf01-24c6515278c0	7542	205
1b0fe1d5-b286-4f49-ae92-94d9c6db9657	4152	580
1b1780d5-06da-40ee-9e15-02631a68027b	11657	1260
1b7838c9-c685-41c3-b184-a2e40c7c4dc7	3208	152
1b8fe07d-859c-4d91-ade1-6b2bcb5774ce	8075	130
1bb2bdb7-8a89-4e7d-903d-03a6f8018efb	10905	2027
1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa	5506	156
1bbfe6f2-ad19-4d29-895b-973f5a91c707	3290	327
1be8fa2c-8fea-4e8c-90db-c04d9fcdbf49	4014	130
1c00925b-7328-4db0-b930-04aab2d80719	9673	600
1c0e384f-7254-4afe-93c0-b3fc6c6a7894	25837	953
1c10ab52-01a3-11e4-8395-af1f6b7ba88c	10956	576
1c188bf5-2c99-4eb4-a774-59c75d53e643	10082	448
1c1c6494-c623-11e3-bf01-24c6515278c0	9399	535
1c28e44a-6e6c-44ed-b58a-e3262c0e6759	4196	455
1c3df485-8e75-4378-87f6-c6463a520624	45256	1483
1c9fbe26-1447-4335-aaab-06d6bb3e2741	4385	321
1cb25b72-3726-4f12-9e22-f5c7e4b05681	6424	405
1cd0acf2-3116-4dfa-a063-0a435b9f6da3	7589	316
1d1eeba2-4d7b-4380-b0b6-26d246bc4158	4159	252
1d325d84-a3a0-4802-9842-76cb21cecb1c	5330	486
1d4a091d-fe65-49c0-8810-5a95243b108a	149850	998
1d91f9c7-67ba-4606-9f0a-01ec6fc08262	2721	252
1daefc49-5248-4948-87ce-0ec19a248ef9	114246	1018
1db83e80-bdf7-4d8d-8008-bd8406d641fc	13266	561
1dbdbb2c-c623-11e3-bf01-24c6515278c0	22967	1224
1dc9e7fd-fc62-4b32-9619-4e02a266a385	19386	1160
1de83d45-8492-4b83-9055-a9f43b823f91	2323	106
1df8939c-c622-11e3-bf01-24c6515278c0	9857	560
1e046ab9-fa4c-4c15-8d78-ed0048c80ebf	4186	313
1e181878-c640-4e91-a620-3fc4b08a4de1	6624	867
1e27cc8a-5394-4958-9af6-5ece1fe24516	7998	488
1e2dcbcc-771c-43c5-8c8d-e0eb77cb3494	15081	1498
1e8ae8dd-74c1-44d5-a74e-bfdce801c736	2035	135
1ea7e01c-c623-11e3-bf01-24c6515278c0	11955	405
1eb1bc62-18f6-4bcb-a16d-aa6a91914031	3437	151
1eb37b28-fac2-477a-88b3-e04291a07926	5190	363
1eb62abc-7928-405b-84cc-f091ca5347b2	13538	440
1f2a8889-4374-4037-bb56-0f20733380e3	19373	2112
1f5e70c1-c5de-49e7-941a-46e11a4f4416	6113	665
1f81a1b0-8089-44ef-87b5-b3359a407ad2	3245	209
1f967003-82d6-4932-a445-24fc25723594	14634	1317
1fd69adc-c623-11e3-bf01-24c6515278c0	4829	292
1fdab6a6-7346-4229-aa8d-5dbd258f0c60	9091	579
1ff155dd-deb4-44e0-b3a2-e4875b618435	13342	615
1fff8b62-534b-4d71-a65f-e5f93b8b50ed	17198	805
2045c788-9ea8-4ea5-a5e3-65fc16a62adb	136115	2834
207f8a42-5b05-4876-b0ae-ebfaeea27844	8366	1142
20d1b88b-3ff6-4201-a748-6a993500c652	2299	217
20e02396-e676-412d-9724-44a428919cdb	3857	225
2102558b-87b0-447b-bb9a-e4ae9df8b75e	6441	844
2109e1d4-c623-11e3-bf01-24c6515278c0	3548	165
21205681-a0c7-48d0-81d4-0b7ef31158cf	50015	1216
21b1a37f-e91e-4ce1-83cf-bb89b8d0fb35	3742	403
21e7e43e-f9b1-4351-a6d9-b9cd06d15f68	2641	144
221d0290-c623-11e3-bf01-24c6515278c0	14241	666
228fb827-c05e-494c-8a21-e1d925e100cb	5082	660
2290b078-6a5b-4c83-9dfb-b525bbf14e4e	5948	812
22d67778-61fc-4f15-95b8-7e7c6cc7112b	88684	647
22edd867-dcd6-42b5-92bb-025ceb84b106	60779	485
232b7754-b3c3-4530-9d24-3af40d9b2816	6891	229
2399ab13-abfa-480e-9fda-7947edc420be	60503	547
23cc70c4-b744-4fa0-a0de-b25c0fdf212f	3668	331
23d77176-dfed-4bee-ac96-9934377d8d81	118001	3235
23d86395-9e20-4cf9-bf7e-f76544a1f772	14434	442
23eb72d8-c622-11e3-bf01-24c6515278c0	17147	866
23fa90d5-b273-4e2c-9c88-68aa57b60e97	7263	252
241abdfd-e6de-4830-a233-4bbc5f622725	11002	860
2425a532-f562-423a-88f5-228642f53875	5594	1303
2439ec74-1713-4d47-a5d9-886f69dddcb6	16476	1296
2468e58c-c623-11e3-bf01-24c6515278c0	13967	727
24badf07-8615-48a3-8d6e-45c3d783f18d	12547	790
24f887e1-ce82-40f3-9674-11102bd076c0	1920	138
25103371-28ac-4f43-b0e2-2d376d0dcb84	313456	1737
25224aa0-cfdd-48ec-92e5-8f3992a3e574	78839	2836
252a1c43-f954-44d7-8e31-6bcd0157a05c	5451	490
2564a262-03e8-467b-9ea2-f3ab38d75ae1	6025	1087
2572b0bc-c622-11e3-bf01-24c6515278c0	8555	317
2584b428-c623-11e3-bf01-24c6515278c0	8866	311
25bee010-cc99-4af0-ba2f-fe4dd308be33	1759	155
25c32aca-6738-43ef-a103-243f2f9a3b43	5024	340
25c76a8f-77c0-4650-bddf-45ed0c10a2e6	7697	1359
25c99312-bf63-4654-a73a-03c3c1cd50b6	6008	113
25cf7449-8c5b-403e-aa75-e2af158598e8	4737	383
25e20393-752b-4796-9001-0e22ee04c586	140340	789
25e4cad7-2403-4992-9cbc-433574673549	2196	163
25f07374-313a-4100-9a60-3d21d2988fca	45646	841
25f73b03-4ba8-47ba-ad80-6ccb82105c98	12300	495
2660825c-68f0-4631-948e-6da158edbe9e	2699	113
267a9862-17bd-4056-ba4a-1f373736ffbb	5033	841
26c301a6-a597-4c24-9f6c-2293e5ae41c7	2715	135
27847313-3b1e-47f2-84f1-acadaf265cf3	1773	112
278b2498-1d64-493b-ac43-3489ec86f313	3243	219
2790b964-63e3-49aa-bf8c-9a00d3448c25	383509	2119
27b56bf2-7a9d-4061-98d4-61fe2761578c	43917	2356
27f87d1e-2c32-4beb-9677-62f7a286673d	4227	323
27fcccdc-c622-11e3-bf01-24c6515278c0	20641	855
2828e5e6-c623-11e3-bf01-24c6515278c0	21391	999
282b45ee-4af2-4c61-9acc-286eaf8d661a	10083	840
28839c75-90a8-493f-b658-8c63e0ebd324	98551	695
289790a5-77bd-49a9-a1ec-478a8ecacd7f	3293	275
28e81540-4744-4865-b627-c7c9d8a3c2b8	13623	272
28f41a20-b6d6-4ecc-888f-72f779ad9af7	5317	512
28f8d45f-4763-472e-9c4d-6787ba00164b	2328	270
29127cde-548f-4c42-96cf-6f0020c3db9a	2011	117
293a2f0a-4846-4c7c-b8b1-bb741c8d3275	80060	2443
29548b5f-c88a-4908-8c46-e86483e75067	5058	459
295aac88-c623-11e3-bf01-24c6515278c0	11060	606
29a00d78-b9bb-4c6b-b142-d5b8bfa63455	4080	533
29b92b51-7ba3-42a9-97d3-6a9b5e43f928	15724	1168
29fc38aa-f367-46a3-a14d-a5f657ad0caa	3410	260
2a8d63eb-0174-4213-9214-413f391f512c	12331	607
2abe2e53-ad9b-4fbc-b9a7-93444f1bea87	3085	511
2aeaab9f-4459-4be8-91e7-e0746cbd671c	3253	144
2b000af3-2c9d-4eaa-af3f-8101b7425c37	4293	240
2b02e3ad-4423-491e-993a-561e80dc7bcf	5344	492
2b142863-b963-4cc9-8f8f-c72503c93390	25389	645
2b36ac4b-eed3-4591-8b4f-b44049dfc5ed	3173	221
2b3837b3-ee29-4a08-848e-1206404da986	4932	438
2b40a733-7a63-4bb8-a953-95a4ee28f962	7551	517
2b41746a-95c0-4875-afb5-c6d3d3ad30d9	27256	1764
2b4feb84-89e4-4c38-8561-5ffab02c8132	6000	534
2b6d4d66-7f0b-4bc0-b3d6-171956a937c5	4200	288
2b78de4e-4c8b-4adf-a058-3dae797e7881	9597	506
2bd9ccca-3fae-4b66-a762-6f30d6276222	4983	797
2bde43e2-fd4e-413e-adc7-c50bca75d358	55884	1893
2bf5b018-9f19-4fbd-9e1f-7d958aabe5d1	16147	586
2bff30d5-be79-4686-8164-7a7d9619d3c0	15450	907
2c316b7e-6a82-4ba1-9f34-d8bfcf82d41e	9566	916
2c3ada8b-9650-4859-9857-43209c0f7cea	9211	827
2c48eefe-2a08-47bf-8e4d-cbaab6777150	2664	244
2c581a74-7716-4c20-b366-a8e1d9a901f6	6972	681
2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	4557	511
2c71d542-1653-4d97-8752-f2fd05c7e75d	8148	314
2c9c50ff-01d9-4703-931b-04119178706f	3643	293
2c9dc04b-e9ec-4cf1-ab2c-a18edb30dd37	7296	529
2ccd028d-e7e0-4f77-a512-f658a31819a4	1998	174
2cdc4cce-0877-4ec1-85f5-20c909912e65	11435	1176
2d0e4b82-c623-11e3-bf01-24c6515278c0	14091	879
2da2b745-068d-408c-9163-3b3a78d4aaed	2055	148
2dd5eea1-42a1-4e8b-99ac-20399cc7e15c	1828	153
2deb8f9a-9e0a-46d1-bcb5-902db3b5c8ac	6852	1167
2df02f2b-9f1c-4249-b3b4-b03079cd97d9	2439746	25748
2df17728-33e8-45ab-833b-ef68a5482daa	3016	118
2dfe70fd-2650-49c0-b6eb-67df585d063b	1491	104
2e0bbaf6-c623-11e3-bf01-24c6515278c0	4771	255
2e43e0ca-54ea-482e-acf2-0048d9187a5c	6720	554
2e66eb75-097c-4ad8-b2b3-9f5849dfd02f	3965	210
2e69c886-535b-4ff0-9236-abf6799acdbd	21767	606
2e76891c-b620-4cc0-9315-6f1217b09b1e	48902	671
2e8ad1cd-d5d5-4bb4-8bbd-e9bef45088da	7538	1545
2ea2294d-fab9-43ae-a222-370487495b06	3957	468
2ecd8358-c622-11e3-bf01-24c6515278c0	12551	712
2f0a660c-ba3c-49bb-90f7-39b0034cea82	2314	278
2f149d78-c623-11e3-bf01-24c6515278c0	12697	599
2f2eaecc-6509-423f-b63a-8c3bea1ba4a4	7570	376
2fdab641-d73b-4f9a-aa4c-c1944f131a69	4445	233
2fdfb06c-0d2f-4e1d-9756-bcb08a7f90af	4098	397
2fe2433b-9a55-431f-a869-2b5a63e8e8fc	52897	2053
301d6ce3-4099-4c1d-8e50-c04b7ce91450	31296	632
30376989-7edb-4863-9496-1789eccef8c4	838	112
304c3e10-583c-421d-ab01-15c937d5014a	3264	314
305a5074-5384-45a0-985d-289b178d09f6	11101	574
30600994-c1ec-44c9-a620-3f6c617eb928	251568	1155
306ef5bc-97d0-4312-ae0e-343c4e31d869	3569	465
309f5324-5608-4f62-b744-5ab268b70927	2336	154
30a8f292-c623-11e3-bf01-24c6515278c0	8913	495
30b9ab02-60f2-4974-85a9-874f247ae932	8955	474
30dbe353-86d5-40ed-84c2-dbddf7beb17b	1241	108
3166f1ae-678d-42ae-9d44-d3d25d6860c7	721	103
31bc44b9-35ff-43fd-8a01-a834f3b1ce46	6936	489
31bcfd64-c622-11e3-bf01-24c6515278c0	8323	422
31c0c8f8-c623-11e3-bf01-24c6515278c0	13556	679
31c75873-abb4-4d88-9e2f-07497a6c892d	11598	920
31f02f48-44a4-445e-ac3d-e9bf3d8d25a2	17180	1580
31f3ff14-7d74-447c-a5da-9ad8336c3f3f	32444	1403
3232f77f-b745-4232-a802-6699b6356efd	7796	1304
3269608c-5dd7-452a-976a-31ac971aac2f	8514	709
32be40fa-c623-11e3-bf01-24c6515278c0	9157	436
32d8c373-b5c8-420b-9808-8812b5501649	3571	361
32fa6457-c8bd-4d26-8106-925baf13df68	4907	789
33061bf5-9b99-4735-a810-f2d5eeef6873	3218	373
33070975-0f35-4518-9ffb-4c6170c32534	5289	463
33992441-4f34-42f2-ba87-6ddd227f2250	8569	847
33a8693c-c623-11e3-bf01-24c6515278c0	15031	399
33b7e799-ad10-498f-9948-8ce433311539	6582	1282
33bcd589-80db-4a58-8f83-a48cb60e0fda	3429	163
33bf46dd-16b3-49c6-80d7-76caf27aa0f4	6269	723
33ea81f2-db2c-4567-bd7b-4cb9aadfef88	11741	1004
34030a28-c622-11e3-bf01-24c6515278c0	9966	382
3433b1f3-59d1-4ac2-9bbf-e0c4042b4ddc	14382	364
343fcbc2-f30c-4ffa-a0b3-f5bb21e5e70b	7147	552
34739bd6-b3be-441d-8cdb-e4233bf14080	1809	131
34a445c2-1eb4-4a9f-8838-cddc2f82aae4	16175	312
34ab4c57-5240-4af7-a329-a5ab55934fd4	4472	620
34c24482-c623-11e3-bf01-24c6515278c0	9262	496
34d7b6cc-cfcf-4178-b075-f4d129ab18f7	2914	109
351db483-a70e-496d-b70a-7449875121ee	3516	140
352fbbb4-88a5-4354-b1fa-3a01da3fbfa7	2781	137
