Sample	sub_num	indel_num
35553150-e4ef-4539-b220-259f2d634bd7	3413	243
3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	9145	684
35a74e53-16ff-4764-8397-6a9b02dfe733	4826	348
35b951c0-edb0-47c4-9076-ede346ea7cb1	1945	284
35c797fd-ca81-4cef-b6c4-7e3776f661b3	6006	234
35cca3b8-c623-11e3-bf01-24c6515278c0	15672	654
35ceba07-0759-4fbe-b076-af821a528cf0	12087	1126
35dc84c1-476c-4d48-ae23-622bf6e043ac	35224	1578
35e33a7a-c622-11e3-bf01-24c6515278c0	5911	342
35eb6ecf-9514-4416-94b1-02200c0a1571	18154	1623
35f82a33-bde2-47e2-8aba-ff1fd5920219	11506	816
36680797-36de-413d-b2a1-8804ac1705e9	13503	419
367fdef3-d7af-4996-932f-cc5087e843dc	2409	121
368e592d-260c-4f58-81c4-a9f1e6177a4b	7206	509
36962459-e81f-4b8c-a08d-df60ef3283a3	3658	272
369c06f2-8904-49cb-99d1-dd297ed0cd0c	18429	775
36d1a85e-a09b-4537-86e0-eaf1eb03aed8	5400	229
36d9c1aa-c623-11e3-bf01-24c6515278c0	6559	466
36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8	10864	675
371235d9-55b8-40a7-8cd6-baa7c2ad0493	28927	934
374cbd87-428e-4509-85c1-b7d3302c30a0	6976	444
37d0cf1b-1743-4852-8073-372b16b5c17d	4295	230
380593d8-c623-11e3-bf01-24c6515278c0	21270	849
384ef419-ee94-4563-9237-236fddeb4b64	10645	849
3869ff3f-21b9-4817-8ff4-83c6fc75ab11	392076	2068
387c6519-6529-4074-a5ab-00f8052a5732	55115	2182
388a8875-c3f5-494e-8456-28be8d3626e1	64255	53747
38d8e626-c622-11e3-bf01-24c6515278c0	15843	686
3914c02e-44ad-4c96-8464-61aa95b42c49	8217	504
3933c60d-73d6-4f74-ae02-fd545fc1f092	7019	523
39520be3-a2af-4189-acf4-9d239363333a	5535	238
39a5d94d-e8c8-4057-be96-362ffbafb94d	2144	166
39aee9fc-fa27-4b71-b9e8-43ff34bd3930	3308	314
39c476fd-273b-4136-874c-53352f1be008	57982	526
39c55051-e1bc-4081-962a-17205645de45	4393	722
39c6c3b3-4683-4d11-984c-ed589188da65	8622	1223
39d38c06-3779-4ca4-b103-1d096f93dae8	4086	486
3a49a936-c623-11e3-bf01-24c6515278c0	10715	545
3a551616-4840-4111-a8c5-b4aa773d82c2	11750	585
3a5eaed6-fcfd-437a-b61c-fd3725c64717	8660	571
3a6bce45-0431-49d8-82df-b1d9a738e5a6	5203	387
3a81f733-b3a3-4578-b925-a663612bc92c	2346	149
3afae3fb-2d87-4724-a589-d31cce1f4c28	4038	604
3afb3f57-545a-4ed5-9461-2fcb28d89399	6157	1046
3b02a7a7-e5bc-4e77-b691-521603630b00	17018	774
3b20d548-2a7d-4031-85a1-425ca7201d7a	164754	5828
3b41cb48-c623-11e3-bf01-24c6515278c0	7745	455
3b526846-72d6-4e10-b7cd-8cdb45a92a1c	9505	1379
3b55c58d-f95a-4a1d-9aa1-8d2c026656a9	5306	441
3b590d75-ccfb-4da8-a2e9-10fb07e02cea	34205	3394
3b7810f7-f8ff-4d62-b766-3ba06170194c	27779	13771
3bacc189-01b8-46cc-a442-f393c0f428c6	6629	647
3bb25b72-ceb1-4169-891e-339f22cb0f03	4218	201
3bb4c27b-4d0d-4d13-b910-41a9ebf95880	23747	1022
3bfbc33d-804b-4bb3-97ac-97563d77b13d	4764	574
3c019b2f-52ec-40a8-99b5-98c1423ce627	18681	2070
3c2b1509-1eb9-4b79-9569-57810f291499	6688	537
3c30b10e-c623-11e3-bf01-24c6515278c0	9429	344
3c78970e-c622-11e3-bf01-24c6515278c0	11784	493
3c86ba21-7b11-4ec7-9d20-a2325197c676	10153	392
3c963890-6e79-4b16-a4aa-bac04938b4d7	5336	232
3d400522-c623-11e3-bf01-24c6515278c0	11033	568
3d477ac1-3bdf-4410-9594-1a3a1412c6ae	5446	361
3da169e8-844a-4eee-b794-a2eb81db779a	24233	540
3db3b7b1-da1d-4b9c-a92a-c60fecf4328c	29355	1223
3db6e6cc-1a06-49b9-834e-b6611cde4c4b	1988	141
3e012b50-06d1-4120-971b-5e54139b00ee	28837	3382
3e1180a5-149c-4e6c-9a29-696e3ba567e3	2669	370
3e2a85d0-c622-11e3-bf01-24c6515278c0	6832	150
3e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f	2649	373
3e604a1c-b95f-44ff-9723-e2fac845da3b	89715	3592
3e68233a-c623-11e3-bf01-24c6515278c0	7978	492
3e6a17f9-c249-41b6-ba49-55aaa39d21c5	42764	472
3e7ccab5-5b1d-4147-b907-77cab8f0837e	10609	1293
3e8a2c90-e747-4a22-bc9e-0b062479fec2	3339	194
3e94aa64-7dd3-4d63-a5de-b4050d3dfafa	4565	286
3ed783cf-2248-44a1-a2a2-d6b6519b91ef	9913	577
3f2ecbcd-5c9e-4d57-8aa5-962e2e86a83c	80332	444
3f3aff50-d71b-44af-85d4-f81e813ea420	1128	115
3f98d326-5676-4257-9af8-0a5f5d3c2527	5117	178
3faeb03e-c622-11e3-bf01-24c6515278c0	19940	908
3fb8f017-576f-4901-b8bf-3a58e5d43de3	2349	133
3fba4880-cb7b-4ac5-ab5f-728614faa1ea	5899	795
3feac02a-c99f-4dd9-9eff-e4f5e87f7dc5	3795	576
4019c219-c51e-479f-8a9d-cfa6816ed696	21800	2327
40378b7a-a65d-4510-aaba-a34c4058fac7	6874	739
408ed640-75f6-4346-bdd0-3b93c51adae5	1986	285
40b1e928-c623-11e3-bf01-24c6515278c0	18113	939
41027c0b-85af-4c78-bba0-0da63cd75fa9	3441	298
41840dc1-5ea2-4f01-a0d4-8b65add641c8	3742	283
418a3dec-96ff-4719-becb-e1a8260cce2f	37128	1825
418e916b-7a4e-4fab-8616-15dcec4d79f8	8676	715
41a7b031-d928-4a1f-891b-82fb3f6d548f	227160	1008
41c565a9-d44a-447f-85c0-98f23bfee1b3	2355	215
41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f	6987	413
41dba8d1-8aad-474c-a82b-20b28ab818bd	9272	603
41de507a-c623-11e3-bf01-24c6515278c0	5705	363
41f140b8-72b9-4ae3-8b25-6144d9f94d0f	3985	117
42465bbd-289b-4e96-98fe-76809c5e1520	7212	481
4255582e-c622-11e3-bf01-24c6515278c0	5439	335
42629ae0-9410-4fac-8df1-2c276467deb5	47007	1574
4283773c-c04b-4f33-a398-f3566f6d293a	40101	1976
428c100f-d7d0-4860-a8fc-2bae6a4bba95	15045	1404
429aad6f-816d-4739-baa3-b0ebf2fcd501	15918	1379
42a548f0-d86a-4273-8bda-be0fe6a53b20	5286	394
42af8f74-fd4b-486d-bc11-db53cc471d62	11855	1266
42d20028-0ddc-4dac-9f05-d674f8915f21	161436	102466
42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2	62696	66618
42e92d78-c623-11e3-bf01-24c6515278c0	17405	1091
42f00950-09c9-461a-8423-d5b04a96af10	5684	445
42f88b95-fa12-47c7-93f1-cf72f207291c	6550	1358
43206cb7-787d-4f68-8019-55e8585c4b4d	10874	528
436af904-65b2-4196-ad8c-a4e98081ee41	433	107
43aa4123-0fe2-4071-8a81-cbdd0410b917	22409	1111
43b675e0-22e0-42d6-a060-afc93e22ac95	4194	274
43be43cb-a367-4a74-94e4-973acafcf576	13452	303
43d630aa-3890-401c-bf56-e3a9f325734f	3697	247
43dadc68-c623-11e3-bf01-24c6515278c0	12004	677
43f7a2e0-fec9-4e43-872d-18c6c946fa17	3230	326
44083f54-0953-48e3-a704-11ad0988ad2e	4366	420
441d2f21-b448-4fc8-8c54-9b85aca56237	5639	604
446437de-c622-11e3-bf01-24c6515278c0	18597	929
448af8b4-e071-48b0-a65b-b4ad17afdc0c	37044	1702
448fe471-3f4e-4dc8-a4e0-6f147dc93abe	34302	533
44e4f08a-c623-11e3-bf01-24c6515278c0	10267	461
44eebc04-c027-45ae-beca-c4012b494f29	6680	372
450e8eba-a3a9-4dcb-b423-e33dfcd5c34e	7377	399
45348eff-4b09-4776-825e-b18de9dba937	5485	519
45a7949d-e63f-4956-866c-df51257032de	20338	390
45aedf22-c622-11e3-bf01-24c6515278c0	13997	1213
45d0ccb2-641f-4348-b3a8-61f4113cd85b	2230	188
45e16b70-c3ec-493e-86d1-505ffdf5056c	57083	2055
460f7427-ebcf-404b-9e9e-e0278d0bca95	26532	815
461df2ae-fcf1-4b93-be0a-c14954fe7c42	17191	1944
4624fd20-e2ad-4826-b606-a694b04e1076	11249	419
463bf060-8ba6-4a73-8173-172025f7b527	13641	714
4652ae03-b096-42d0-bdfa-3f6281d4f023	9974	797
46693a2b-5105-4770-a9e1-031dfedeb694	43727	1301
4679f37a-4f09-449b-a1d8-1f02847996da	6923	712
467ef778-f481-44f3-9768-b9900252d2ba	6095	530
468083cb-95c3-47c1-9d96-79bcf7bf3f26	36673	1011
46d35b82-e1b7-4d35-be5e-3a70fd47e421	27303	993
46e166fe-3b20-49ad-98db-42c854c61c93	3828	454
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	9713	1105
47050918-c623-11e3-bf01-24c6515278c0	12317	571
47312f61-5ef4-4f25-9320-8fbb4758790e	9374	452
475bca00-9089-4f50-8638-4e5e8aca6dcd	1773	118
47874ff4-0b1c-4a31-9192-2a10e93ce9a1	19517	1601
47b5d831-5287-4f62-b17a-6e5eff2e4184	3045	270
47d77750-c622-11e3-bf01-24c6515278c0	21976	1531
47e5ff56-9534-4fcf-a593-33027e877f93	16451	653
4808f9e1-452d-45eb-9b87-2f87c67d3452	4528	220
4838b5a9-968c-4178-bffb-3fafe1f6dc09	19090	842
483bb781-0179-42e1-bf9c-487b240769b8	4412	830
484a41c8-fcaf-488d-97dc-bfe6a4b88a95	12590	837
4853fd17-7214-4f0c-984b-1be0346ca4ab	1891	118
48624a82-c623-11e3-bf01-24c6515278c0	20801	326
48a0da38-8147-40fe-b683-3f070413a792	19165	1425
48b15122-b1e9-4c30-8fc5-70a07686779a	1479	141
48c33a30-557b-4ecf-8066-5b4b068b5e3a	3028	187
48f68f73-3ac0-44ac-ba12-b8889fcb7f38	24042	942
48fadd0f-6561-4294-bff4-d5e4f7dfe79f	1276	208
4904d56f-0fe7-4482-8f6d-9e54d261f399	17057	886
492694a7-bb41-4128-a909-c424e7fc0c9e	934	233
492b4e58-12e2-47b2-bd47-28f8607072fa	19369	2472
493e7008-551c-4c0e-b567-a0f31868629e	6295	504
494701ce-05d4-440b-a65e-d925902b9d42	4939	618
49795e42-c623-11e3-bf01-24c6515278c0	23139	1084
49ad3c8d-88cd-43cd-a273-1623fe2aec0b	4963	722
49dec0c2-8e75-4f44-a253-82b2ea605890	48462	1101
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	5223	751
4a1ad661-f6ae-44e8-b50b-72ff658ff22b	6089	209
4a4309b0-2aca-4d6a-ac50-039b28406bba	6703	277
4a703d3e-c623-11e3-bf01-24c6515278c0	17564	683
4a88981e-e409-440f-9bf0-71ca1bab8b4e	4218	592
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	14383	1182
4adc846a-42cb-4ebd-a954-e31eb29d7572	25800	1862
4b44b313-6f74-4233-bec4-7e41c91c77f1	2473	201
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	3300	192
4b8943be-c623-11e3-bf01-24c6515278c0	14930	703
4bae2f08-da75-4991-acb8-5ba9912f9131	1385	101
4c027164-12de-456f-b933-6bc91f70b46f	6173	502
4c183106-c622-11e3-bf01-24c6515278c0	6404	294
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	59223	3437
4c3840df-9824-40db-879e-6d24adc8c155	31709	1090
4c3eda94-56f4-46d3-8c88-50d476e773f6	3384	182
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	6038	709
4c5228b5-bf31-4abd-a47c-d088e16dba13	3255	226
4c59fb2d-21b6-4b09-8174-6102de736e4d	11918	553
4c8afa82-c623-11e3-bf01-24c6515278c0	12575	791
4cbe411b-b05e-46bd-bea8-126289a0866c	4649	655
4cfb0aee-6661-478a-8694-9d8ba15e46b7	19389	2455
4cff8590-559e-4204-8635-96e11bfeda68	15909	787
4d1a4587-adb4-4a65-943e-f19efe8de142	1976	171
4d409156-3a36-4c63-9ad6-b6af34f27b06	5504	436
4d4eff82-ede0-47f1-b49a-ada025952114	4087	182
4d690424-b015-46ae-885d-aa6d9031f66f	1145	149
4d72d06d-b6af-4294-9eef-6e61e067761f	10107	655
4d7f2c74-862b-4aad-98e1-fa831f14a905	4944	161
4dac9498-c623-11e3-bf01-24c6515278c0	10836	458
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	4652	486
4dc9b032-7f7b-486d-a12b-8461af89501d	7179	350
4de7441f-a609-4a75-9fe7-17a647079ac1	1752	189
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	33593	3490
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	8948	586
4e8396f7-9506-4401-96b6-bb2e89557d59	25884	556
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	4517	581
4e913899-eeb8-4630-ba9d-41a81ced8069	5584	265
4eac784b-084a-4106-9a76-2d9fbec57033	3012	290
4ecbfd89-393f-4126-aa1c-951a2c23ef89	1518	142
4ed52e0c-c623-11e3-bf01-24c6515278c0	7062	213
4ef20a13-f107-4654-adca-fc60b8f5be47	5162	799
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	12905	812
4f6f48bc-c622-11e3-bf01-24c6515278c0	12122	716
4fdc8980-c623-11e3-bf01-24c6515278c0	12245	638
50203cff-83f8-4884-8346-b91ef717d00e	2565	218
5042b417-d14e-42bb-b6f3-de303346a252	16303	934
5046f1b4-9d95-4841-ba30-691fa44719a2	31319	1205
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	10789	359
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	47146	1165
50515723-b495-42a9-8750-e3da288bf6a3	4415	440
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	46376	417
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	5954	706
50b61288-1412-4104-92e6-8b1a359ef399	11461	814
50e3a421-9741-4cd8-911b-0f47ca518b6a	5966	457
50eb58ba-c623-11e3-bf01-24c6515278c0	13402	882
50ee360c-e3df-4888-9999-ebb88e271d08	8050	498
50f4d836-79a9-4bc7-a63a-7aa29e41d418	2562	118
51206157-94cc-4702-8247-c98283b487aa	8489	1304
513bafce-375c-49b0-ae75-6c607abd05d8	3738	229
51458c86-0fdd-470e-b059-1ffbffc92a7f	5857	405
5174f450-0bf7-4237-a53e-844064f0e701	2411	101
51800588-c622-11e3-bf01-24c6515278c0	6314	403
5187e77d-f412-4303-8049-11d1aa1a0235	15335	1898
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	332085	1229
5193a482-6ed9-4504-bd7c-c8b9e4103577	43311	1353
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	4339	450
51b25b37-f75c-4380-a0f6-5273e0b7ee33	7825	518
51e5a835-eb48-4640-87d0-f40f5e2bff18	6909	1093
522dc834-8367-4f49-b93b-fcba91a2de7e	3665	184
524bbd14-1e1f-479b-9a71-d27fce32d8bc	7122	137
5255d645-d3d2-422e-8449-046cd21f4935	19344	491
52910a60-bb15-4ba5-9d09-50d8ee6a445b	5275	435
52d8ccfc-c623-11e3-bf01-24c6515278c0	16164	875
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	3756	386
5310f698-d31a-4628-84b4-dc9ac29722a5	72109	421
532259b8-c622-11e3-bf01-24c6515278c0	28754	1699
532bec86-b8d3-41a1-ba17-913a7d378f66	32402	2416
53534b3c-cd15-4d68-a9b1-6902bb234c45	11289	2123
53bb7112-3e38-45fe-a9c4-1b0871babf4a	63860	2330
53bcbb68-addd-47fc-9910-cd1d3f38197d	8189	306
53d32d8b-5649-42b0-8c52-2c39af2a961b	27021	936
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	11008	603
53df19a8-c623-11e3-bf01-24c6515278c0	16564	676
53e6a756-bdcc-4217-afe7-27d776159544	3710	599
54195db3-94a9-4538-8bb8-9953d936acd4	12050	1535
54354d24-c622-11e3-bf01-24c6515278c0	23500	1432
546b982f-60d9-43df-9761-09369afbee2d	2330	192
54842328-9432-4820-8976-7964bf9bf147	6286	792
54a77010-2f16-4da9-8ca0-746a51801a00	73498	1290
54cfd4b0-c623-11e3-bf01-24c6515278c0	15198	675
54e78de0-d357-4125-a904-ab35e461572b	13391	735
551d5082-ab6a-4674-af0d-ce408f589949	3239	364
5533240d-8fed-440d-b781-6092785a77ce	3139	193
55345803-83d4-4fdb-b0ee-328753801da1	19096	3391
554b9439-7e11-43ec-8bc3-448c59100b9e	7374	374
558239c7-a160-4228-8fdf-a0a1d2f62133	3206	119
559c30f2-8ae7-43c8-819c-800261065e06	4629	171
55ada396-0878-4724-8ebe-00da367eed3d	3812	285
55c75a2a-f3d2-4469-9d23-604cf539d548	2335	132
55c82198-5be6-4cc5-b5b3-b707af234107	3186	165
55e5497a-c623-11e3-bf01-24c6515278c0	18208	922
561fd34c-7c7d-4df0-bbfc-3d31147ca562	76588	736
5650dc4e-8bce-4716-9199-cd5750d7a888	3936	377
56681386-d407-4f53-ae4f-6c04437652f7	3966	195
569393c8-e2fe-4580-a45b-81f1b1e01135	40691	1576
56c846d6-c622-11e3-bf01-24c6515278c0	10900	379
56cc8740-b132-4cbc-b513-f0b5b2305ca6	12514	1010
56d4ea48-c623-11e3-bf01-24c6515278c0	18898	1001
56ddcb96-e90b-4fce-aa4c-c677bbfee488	5230	225
56e57223-264e-489d-bc9a-a07789065c40	7516	252
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	8255	1758
571ce258-b453-4cac-b05e-05755791be84	1688	106
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	1142	133
5769ae11-5f1b-483f-b228-7584591c66e6	5761	334
576a1741-8c65-40da-9f0f-b2ca805d70f3	10197	1695
578ba169-1d2f-4187-b174-082bbc6a5bd2	3980	477
5808f774-c623-11e3-bf01-24c6515278c0	8523	236
589daa3f-0b76-4c9c-b494-048955e36052	1556	210
589e0aea-9057-4b8c-8af1-74c74fe46a38	4559	205
58d3e932-b4a3-4cac-a6ac-73160e354a15	7784	323
58e2453c-bb58-43a3-9642-705ec0e0bdbd	2120	138
58f4ff52-c623-11e3-bf01-24c6515278c0	11978	665
58faf969-bf37-4180-8807-2f44f2cc8eda	7365	828
59632e7e-c622-11e3-bf01-24c6515278c0	15949	758
5975deb5-00d2-4d18-b5c0-34ac9947fe11	3484	154
59938f45-3e57-43d6-af3b-bb4968249e5a	3877	318
59bfcb53-91c1-4dce-856a-f4afc8fa6224	1244	115
59c18694-8a43-41dd-a6f6-52a20bc8dd54	2890	281
59e2d6d1-debd-4796-ab0c-6a5673a990fc	3142	137
5a51a6fc-c623-11e3-bf01-24c6515278c0	9784	1280
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	1964	186
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	2734	287
5a7f3c88-ef02-4e97-8009-5622245b6a09	2115	119
5b178f44-c622-11e3-bf01-24c6515278c0	7690	482
5b180356-cf58-4fad-a3d4-00fc12b43fcc	19421	1325
5b41e033-6df8-411e-a13b-59eeb8afbf9b	6841	840
5b4b2312-acb5-4329-8d46-7f93213e3daf	3494	205
5b560f4c-d2a3-43fa-b394-abef78bdefc1	5096	334
5b7d5767-2037-4175-aec9-886776343181	6891	439
5bb37ffc-c623-11e3-bf01-24c6515278c0	19603	934
5bcf473f-417d-47a5-9745-ac7faf830b1f	11237	385
5beafbbb-4613-4bab-977a-11c865e13a84	776	101
5c02d399-07af-4573-a568-bc1b256bc8f8	1610	176
5c156f63-6537-4d93-a6c2-4155618cf638	12602	936
5c3def3a-b515-41f6-8157-681b963534e7	501509	3166
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	11897	863
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	5590	420
5c9b8a2c-c623-11e3-bf01-24c6515278c0	3866	266
5cbd429f-ffab-41ad-8016-422f1c922e99	3327	363
5cc7c966-499e-49e3-b509-4eeb00ee03d4	6594	757
5cf21488-c622-11e3-bf01-24c6515278c0	12328	766
5d58b984-e0b8-4237-a576-0e9d4079599e	3542	265
5d6ad982-bb01-4233-b8fa-d129460eec79	3530	373
5d922e48-aa70-454d-9417-c9af686feebc	2914	208
5d9ff58c-5702-48fc-a66a-d1276327fd49	14972	1122
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	16791	1393
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	17848	811
5dce221a-c623-11e3-bf01-24c6515278c0	7015	435
5deeaa45-4c1b-4ab2-a487-93c548838f68	1336	102
5df489bc-6178-49e4-8a42-506f70300dff	8899	705
5e9c69d2-c622-11e3-bf01-24c6515278c0	5985	335
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	3870	450
5ecc88f7-8391-4168-af11-07a6bf9b3652	7981	1650
5eddfb26-c623-11e3-bf01-24c6515278c0	10839	554
5ee1dda9-2e84-4617-af09-2ae02873b44d	13637	755
5f00a760-fbc0-41f0-b92b-b3c553eac0e5	2631	260
5f096d7b-a1ea-4cc2-af73-10108089ae84	1034	131
5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e	2698	137
5f53bcda-2fd3-4574-9cc2-5efe353372b2	4374	124
5f94cb62-4019-47ff-bf6a-eeda8e9e033c	4204	527
5fa88c3a-dbc1-43f2-82b2-e0592f35ce57	2717	555
5fd632ea-085e-4e9b-8dcc-ec94e492d3bf	17898	1948
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6	11233	578
6012cb02-c623-11e3-bf01-24c6515278c0	5628	295
603594e3-e427-494c-b9ee-e872d6629563	4321	738
60413de1-6cd2-4f74-8180-3bdd394d6d16	887426	2246
6051f40a-99e5-4461-9255-0e70d757b4d5	30359	1014
60525b38-c34b-479b-86d3-013c7e567b8f	79550	3113
606d7f5e-ff98-4245-a9ac-281f5074f97a	4690	194
60aff7a0-4960-4ed1-922b-3233ccbfdba1	4403	426
60e78c80-41a5-456a-9a81-9007d18fd72c	5728	638
60f81dba-c623-11e3-bf01-24c6515278c0	5889	491
616ff577-c5c3-432e-a857-f29901de119c	2317	119
6172ca02-c622-11e3-bf01-24c6515278c0	6120	289
61973578-4c0d-4a3f-b9c4-f96ceab24629	2841	259
61a48c69-4f7d-4dc6-aff7-88a6c33137df	5435	253
61cad26a-cbc6-4977-83b9-dc61e49f2861	8794	1650
61d941f1-87df-43af-8a29-b6809c809275	3005	155
6218f366-d5d2-4289-a95e-eeedfae7523a	7033	381
622eaa04-b8f9-471b-98b0-7befd119f14c	11745	1336
626c9788-d70c-449b-b9dc-5e3f6fc00991	13026	1338
627823ec-c623-11e3-bf01-24c6515278c0	12302	720
6297aa77-37a0-4f46-987b-32bd8653c0c2	4396	530
631ab9d0-5400-400c-b0bc-c3e576bcfe06	3219	401
631eedb3-dbd1-4606-90e1-ea91b9a77a5a	2581	113
637208b2-d8b6-45a3-a389-6f34db18fea4	1754	202
63762458-902a-4329-a823-703b54cb5f9d	327231	2284
63adc09c-e1b1-40dd-9c35-2f8276b656fc	13079	773
63bc376e-5a3d-44fd-8d77-686dfc41e458	24623	9463
63d0c49d-918d-41fb-808a-1f8001981917	3280	679
63db50d6-5ef2-44d0-9906-26eae74ecf44	3815	160
63ea274b-d42b-4787-9c54-8ee95ea376ec	2783	162
63fef3fe-c622-11e3-bf01-24c6515278c0	31611	960
6400c324-2c94-477d-acb9-669d4ea46f1e	958	123
642e1379-1061-40bc-9a4c-f7c191e84d9d	5005	456
64446aec-c125-4c81-b9cc-62482cb1aaed	6694	1015
644c669b-937b-4adc-81b9-6a1811cba9da	3311	479
64623aaa-a274-4baa-8b71-958d9c8df733	56444	3083
6495e68e-1434-45d3-a03d-f286447dda79	20697	1179
649f2c20-5b50-40a8-a6fd-9a51f3d5b9df	43797	1993
64b80154-c623-11e3-bf01-24c6515278c0	16138	927
64c2e6a0-2341-49c4-a6dd-656e7bb505dd	2127	121
64dd81e1-35fa-4579-8a4c-f7486adbb949	31498	351
6507e084-c038-4ba6-a431-fb9a53190d5f	246486	1145
650fe009-da01-4717-89df-9c95fafe3d7e	7084	331
6527aa5a-c622-11e3-bf01-24c6515278c0	7594	315
654dba9f-cfe5-4121-97c7-868613cdef53	5979	420
65723119-bdfe-46f0-b629-c171023abd71	8516	378
65be412d-46c3-4cbf-9b46-b35351e53065	12157	878
65d2dbc3-a163-4696-b246-47a430e66572	7688	922
65f9a820-f026-4a10-8bb7-1fbc3b38321e	5150	376
6622f932-c622-11e3-bf01-24c6515278c0	6699	386
66290cc6-1f1f-4a0b-83d1-423952da4840	3975	258
66701395-5a53-41bb-866b-3bbf08bc33ab	12326	1316
669f0e01-28f6-4ed8-bdb5-73f84ea28f78	9161	586
66b4a1f3-480f-4050-96ac-920c1c080864	2067	108
66d312fc-809d-428b-98e3-a29d211db35c	94000	482
66eb4833-1b87-4fd9-a53d-26dc7ad6de29	2459	235
670f971f-a525-4ef8-91ba-610cfbaeb914	19449	424
67189cd8-c623-11e3-bf01-24c6515278c0	6641	310
6726c157-f688-491d-8b56-35628645df89	13161	599
674819dc-c622-11e3-bf01-24c6515278c0	8847	518
675a5a32-b405-4f03-bfcd-756343d1dfaf	8172	775
6764e0a2-7a78-45c1-9189-6001c6518ce4	12453	1120
6797443c-eb4a-4654-b957-c0056e5a4206	4588	421
67bb70b2-b6f8-4aa9-80ce-48829f9fec56	3713	201
6821446e-8e76-46fe-b0b9-47feb46d2585	6751	407
68509ede-3dcf-4a6e-9af0-4a9bb4dfa567	14195	284
6867811f-ac89-47da-b5dc-1270033c36e7	3726	503
687baf0b-aed9-4ab2-adb6-556a1d177a24	3590	123
68b7fdb1-22b5-4152-9e69-a41151640cd8	7053	1027
68ba1105-569a-4209-9b45-0e2d64931806	5022	713
68c2a355-862c-4657-b296-5776ed8447b0	10145	261
6962bc97-fbb8-4220-a600-e3c251e245cb	41072	1630
69c3c88c-d51e-4e03-b96b-ec4f1a0faa2d	17017	2299
69dbe6ef-f5de-4c1f-b2f2-963dcb6ccd3e	2545	177
69f37546-c622-11e3-bf01-24c6515278c0	22916	858
6a0d0c42-1884-4c6a-936a-678a822c0936	39216	1393
6a129b50-c623-11e3-bf01-24c6515278c0	17232	687
6a7cdaf6-211e-4eb8-a70e-1153d69c45e4	6277	541
6aa00162-6294-4ce7-b6b7-0c3452e24cd6	2333	152
6ad44218-d34e-4126-bf56-1be2140cd3fb	4491	506
6b20f942-7b89-497c-8a2e-ccce74d20ca9	5397	608
6b25a78f-20dc-4ccc-b4c0-f9885d16725d	12424	479
6b50391f-d890-4ca0-b942-beab0f8bf1c9	7900	803
6ba5f81a-b7a0-4c18-a112-2e11094eec85	3242	637
6baee028-c622-11e3-bf01-24c6515278c0	9186	834
6bbd66dd-efee-4d6e-b02f-f88e98526b82	5069	103
6bd4bca3-e568-4d1b-8b42-401fdf13d751	9640	1199
6bdf00f6-670f-466e-87fb-e853e41f000e	3262	379
6c306cbe-c623-11e3-bf01-24c6515278c0	21820	1313
6c31d730-1734-44ac-92b3-760981528723	7241	423
6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	4315	472
6c884037-49f9-41c3-b0e5-9cbcd545aeb7	89002	749
6c8e9197-fd16-4fed-bfda-e349cab26314	8247	668
6ca5c1bb-275b-4d05-948a-3c6c7d03fab9	794330	10602
6ce42746-88aa-485f-a1c4-1759aad95914	5495	250
6cfce053-bfd6-4ca0-b74b-b2e4549e4f1f	3228	187
6d0851ba-271a-408f-bcc3-c104b452c9e5	1648	119
